4871.archive|DLT206 + mss
7924.epics.Master OR|24337904
7929.epics.Radiator D|0.00
7936.epics.beam current|130.502
7943.epics.beam current|130.708
7986.epics.Halo D upstream|10820
7991.epics.Master OR|32082412
7998.epics.TimeStamp|Sun Jun  4 19
8011.epics.bpm_2_x|0.000
8031.epics.bpm_1_i|0.000
8032.epics.Tagger dump L|0
8034.epics.A slit position|-1.00
7418.timecorr|261.0914
8035.epics.Radiator A|0.00
8046.epics.Halo D upstream|0
8058.epics.TimeStamp|Thu Jun  8 18
8069.epics.beam current|2.300
8083.epics.beam current|130.787
8101.epics.bpm_1_y|0.000
8104.epics.Halo U upstream|10221
8124.epics.TimeStamp|Sun Jun 11 23
8150.epics.Halo L upstream|0
8159.epics.Tagger dump L|0
8164.epics.C slit position|8.00
8170.epics.Halo R upstream|883
8190.epics.Master OR|27105522
8199.epics.TimeStamp|Thu Jun 15 17
8204.epics.Radiator C|0.00
8219.epics.Halo R upstream|0
8220.epics.beam energy|5653
8244.epics.Halo L upstream|0
8278.epics.C slit position|-1.00
8283.epics.Radiator B|0.00
8289.epics.bpm_2_y|0.147
8290.epics.Halo U upstream|9
8295.epics.bpm_1_y|0.549
8325.epics.Helium pressure|0.63
8331.epics.Radiator out|0
8338.epics.Tagger dump U|0
8344.epics.bpm_2_y|0.130
8351.epics.Tagger dump R|393260
8355.epics.bpm_1_x|-1.481
8358.epics.beam energy|5653
8411.epics.Tagger dump U|0
8418.epics.Radiator out|75.230
8421.epics.beam current|76.067
8459.epics.bpm_2_x|-4.627
8494.epics.beam current|77.666
8507.epics.Halo D upstream|10111
8511.epics.Tagger dump L|0
8512.epics.bpm_1_i|75.812
8555.epics.beam current|76.292
8565.epics.Master OR|12
8568.epics.Radiator D|0.00
8582.epics.TimeStamp|Thu Jul 20 16
8586.epics.Radiator D|0.00
8598.epics.Halo D upstream|2444
8618.epics.bpm_1_x|-1.441
8622.epics.B slit position|16.75
8622.epics.tagger current|2045.00
8623.epics.bpm_2_i|76.172
8638.epics.Tagger dump L|0
8656.epics.bpm_2_i|76.810
8657.epics.B slit position|16.75
8665.epics.Radiator B|0.00
8672.epics.Halo U upstream|23922
8677.epics.bpm_1_y|0.543
8679.epics.Radiator C|0.00
8682.epics.Radiator A|1.00
8685.epics.Tagger dump L|576
8686.epics.bpm_1_i|77.021
8701.epics.Master OR|26405734
8708.epics.TimeStamp|Mon Jul 31 17
8716.epics.Halo D upstream|567
7779.epics.Halo L upstream|80
7674.timecorr|693.467163
8239.timecorr|0.
8341.timecorr|8.06925297
8376.time|5541.479
8462.time|33256.2852
5259.trigger|Standard Data
4849.filename|r4849.evt
4891.archive|DLT207 + mss
5058.energy|4 GeV
5066.comment|try no RPD trigger; check for bad events? 
5144.archive|mss
5215.comment|ditto 
5216.date|898252920
5234.trigger|Standard Data
5249.energy|4 GeV
5253.size|73 Mb
5327.size|279 Mb
5335.energy|4 GeV
5428.filename|r5428.evt
5566.archive|mss
6227.filename|r6227.evt
6443.filename|r6443.evt
6478.comment|
6480.archive|mss
6577.filename|r6577.evt
6635.trigger|Standard Data
6640.trigger|Standard Data
6720.comment|min bias; 140 bsd thresh
6723.date|933303660
6795.comment|min bias at low current
6796.date|933680820
7242.filename|r7242.evt
7308.archive|mss
7368.date|959127000
7512.filename|r7512.evt
7589.filename|r7589.evt
7629.trigger|Standard Data
7703.filename|r7703.evt
7738.comment|
7838.date|959796420
7858.archive|mss
7909.size|717.8 Mb
7954.comment|
7957.date|960106140
8059.archive|mss
8079.date|960579780
8094.comment|bpms died; ended prematurely
8097.date|960696300
8125.archive|mss + hpss
8175.filename|r8175.evt
8198.archive|mss
8269.filename|r8269.evt
8303.energy|5.65 GeV
8315.size|548.9 Mb
8360.size|548.2 Mb
8383.trigger|cosmic
8398.energy|5.65 GeV
8417.trigger|Standard Data
8431.date|962338020
8432.comment|
8444.date|962369460
8447.comment|no data
8583.archive|mss + hpss
7484.size|556.0 Mb
7551.archive|mss
7502.uconn.pvfs0.date|970858620
7625.hpss.date|967923180
7681.uconn.pvfs0.date|970794420
7734.uconn.pvfs0.size|330595916
7774.hpss.size|501604352
7774.uconn.pvfs0.filename|r7774
7802.uconn.pvfs0.filename|r7802
7837.uconn.pvfs0.size|813691972
7802.hpss.size|829197760
8376.jlab.jcache.filename|r8376.evt
8249.hpss.size|1136918528
8332.hpss.date|971303880
8515.hpss.size|1135738880
8600.uconn.pvfs1.filename|r8600
8681.hpss.size|1122762752
7999.archive|mss + hpss
8709.archive|mss + hpss
8003.uconn.pvfs0.size|755747228
7948.jlab.jcache.size|796123136
8088.jlab.jcache.size|1129840640
8116.jlab.jcache.size|411172864
8181.jlab.jcache.size|963641344
7958.uconn.pvfs0.size|749613056
8076.uconn.pvfs0.size|870756352
8098.uconn.pvfs0.size|688840704
8103.uconn.pvfs0.date|972512760
8208.uconn.pvfs0.date|972564240
8249.uconn.pvfs0.filename|r8249
8027.jlab.jcache.date|972573840
8062.jlab.jcache.size|3538944
8462.jlab.jcache.filename|r8462.evt
8429.uconn.pvfs1.date|972587580
8486.uconn.pvfs1.size|245600256
8697.uconn.pvfs1.filename|r8697
8561.uconn.pvfs1.size|947712000
8705.uconn.pvfs1.size|931360768
8594.uconn.pvfs1.filename|r8594
7577.uconn.pvfs0.date|972664260
8036.uconn.pvfs0.filename|r8036
8297.uconn.pvfs0.date|972666900
7646.epics.Halo D upstream|41941
7684.epics.beam energy|5653
7685.epics.bpm_1_x|18.971
7705.epics.tagger current|2046.66
7710.epics.bpm_2_x|-0.603
7712.epics.bpm_1_y|-9.251
7731.epics.Halo U upstream|31843
7754.epics.B slit position|17.00
7765.epics.bpm_2_x|-0.609
7767.epics.bpm_1_y|-8.945
7791.epics.C slit position|8.00
7791.epics.bpm_2_i|0.589
7795.epics.TimeStamp|Mon May 29 23
7815.epics.bpm_1_y|0.000
7817.epics.bpm_2_x|0.000
7828.epics.Radiator C|0.00
7832.epics.Halo U upstream|21
7838.epics.Tagger dump L|133252
7842.epics.Helium pressure|0.84
7850.epics.beam current|129.669
7851.epics.bpm_1_i|128.312
7855.epics.Halo R upstream|925
7857.epics.Master OR|33410925
7874.epics.Radiator B|1.00
7876.epics.Radiator out|0
7878.epics.TimeStamp|Thu Jun  1 04
7879.epics.Halo L upstream|767
7881.epics.bpm_2_y|0.227
7892.epics.TimeStamp|Thu Jun  1 19
7893.epics.Halo L upstream|771
7921.epics.Halo R upstream|0
7923.epics.Master OR|19945186
7415.timecorr|326.648407
7924.epics.beam current|130.120
7925.epics.bpm_1_i|130.502
7957.epics.Tagger dump L|62105
7988.epics.bpm_2_y|0.215
7990.epics.bpm_1_i|129.010
7991.epics.beam current|130.198
7994.epics.Halo R upstream|935
7996.epics.Master OR|23703096
8006.epics.Halo U upstream|10324
8035.epics.Radiator B|0.00
8037.epics.Radiator out|0
8038.epics.Halo L upstream|0
8039.epics.TimeStamp|Wed Jun  7 18
8048.epics.bpm_2_y|0.000
8050.epics.bpm_1_i|0.000
8054.epics.Halo R upstream|0
8056.epics.Master OR|16
8061.epics.Helium pressure|0.58
8073.epics.Halo U upstream|9820
8079.epics.Tagger dump L|32249
8106.epics.beam energy|5653
8115.epics.Helium pressure|0.65
8126.epics.B slit position|15.70
8128.epics.Halo R upstream|36
8141.epics.bpm_2_y|0.000
8153.epics.Halo L upstream|760
8156.epics.C slit position|8.00
8156.epics.bpm_2_i|0.000
8160.epics.bpm_1_y|0.000
8162.epics.bpm_2_x|0.000
8173.epics.tagger current|2046.66
8182.epics.Helium pressure|0.60
8190.epics.beam current|123.204
8191.epics.bpm_1_i|129.668
8195.epics.Halo R upstream|831
8197.epics.Master OR|23782326
8214.epics.Tagger dump U|0
8242.epics.C slit position|-1.00
8242.epics.bpm_2_i|81.644
8247.epics.Halo L upstream|0
8248.epics.Radiator out|0
8261.epics.Tagger dump U|0
8280.epics.Radiator D|0.00
8283.epics.Radiator A|1.00
8292.epics.beam energy|5653
8293.epics.bpm_1_x|-1.474
8301.epics.A slit position|-1.00
8312.epics.Tagger dump R|456796
8367.epics.Tagger dump R|328637
8431.epics.Tagger dump L|0
8444.epics.Tagger dump L|2604
8454.epics.Radiator C|0.00
8482.epics.beam current|76.410
8483.epics.bpm_1_i|76.079
8509.epics.bpm_2_y|0.147
8514.epics.Radiator out|0
8547.epics.Halo U upstream|8605
8560.epics.Halo R upstream|858
8562.epics.Master OR|27030235
8564.epics.bpm_1_i|0.000
8565.epics.beam current|0.004
8580.epics.B slit position|16.75
8596.epics.bpm_2_y|0.153
8602.epics.bpm_2_y|-0.632
8632.epics.Halo L upstream|991
8633.epics.TimeStamp|Mon Jul 24 23
8637.epics.C slit position|-1.00
8637.epics.bpm_2_i|76.820
8643.epics.Tagger dump U|0
8658.epics.bpm_2_x|0.002
8665.epics.Radiator A|1.00
8666.epics.Radiator D|0.00
8680.epics.Radiator out|0
8682.epics.Radiator B|0.00
8695.epics.bpm_2_y|0.000
8700.epics.bpm_1_i|79.422
8701.epics.beam current|77.352
8704.epics.Halo R upstream|2142
8706.epics.Master OR|27799915
8718.epics.bpm_2_y|0.000
7794.epics.Halo L upstream|77
7561.timecorr|0.
7679.timecorr|674.604492
7693.timecorr|378.39093
8234.timecorr|0.0385456905
8281.timecorr|108.048836
8667.timecorr|0.
7534.time|0.
7790.time|3764.56714
7808.time|3419.85693
7897.time|880.290039
8157.time|462.900024
8243.time|456.74057
8636.time|7266.66846
5043.trigger|Standard Data
4895.filename|r4895.evt
5055.trigger|no RPD
5140.filename|r5140.evt
5157.comment|production 
5246.date|898316940
5338.trigger|only one e-counter
5400.energy|4 GeV
5441.size|250 Mb
5562.filename|r5562.evt
5571.comment| 
5596.archive|mss
5602.archive|mss
6242.size|4.2 Mb
6276.energy|5.5 GeV
6466.comment|DOR threshold = 130; ran out of disk space after 48k
6484.filename|r6484.evt
6512.size|220.9 Mb
6553.energy|5.5 GeV
6625.date|932999520
6751.date|933434400
7205.filename|r7205.evt
7284.energy|5.65 GeV
7313.comment|probably messed up by the trigger
7384.comment|
7415.energy|5.65 GeV
7537.size|524.2 Mb
7679.energy|5.65 GeV
7693.energy|5.65 GeV
7726.comment|
7745.archive|mss
7753.filename|r7753.evt
7793.size|1039.4 Mb
7843.comment|
7860.archive|mss
7894.size|1062.9 Mb
7910.date|960023220
7912.trigger|min bias
7928.filename|r7928.evt
7987.archive|mss + hpss
8047.archive|mss
8060.comment|cosmics
8154.size|255.1 Mb
8183.comment|
8234.energy|5.65 GeV
8240.size|5.7 Mb
8281.energy|5.65 GeV
8395.trigger|Standard Data
8397.date|962096760
8401.trigger|Standard Data
8403.date|962127000
8428.comment|
8506.archive|mss + hpss
8569.filename|r8569.evt
8573.archive|mss + hpss
8587.filename|r8587.evt
8635.size|1066.0 Mb
8667.energy|5.65 GeV
8688.size|1066.0 Mb
8717.archive|mss
7555.filename|r7555.evt
7439.uconn.pvfs0.date|970621800
7913.uconn.pvfs0.filename|r7913
7960.hpss.size|638910464
8311.hpss.date|971293380
8364.hpss.date|971341260
8362.jlab.jcache.size|804651008
8674.jlab.jcache.filename|r8674.evt
8478.hpss.date|971894220
8613.hpss.filename|r8613.evt
8599.archive|mss + hpss
7953.uconn.pvfs0.size|497213632
8395.jlab.scratch.filename|r8395.evt
8008.uconn.pvfs0.size|754896896
8093.uconn.pvfs0.size|884289536
8102.jlab.jcache.filename|r8102.evt
8258.uconn.pvfs0.date|971381100
8664.uconn.pvfs1.date|972597780
8584.uconn.pvfs1.size|234782720
7661.epics.tagger current|2046.66
7674.epics.beam energy|5653
7677.epics.TimeStamp|Sat May 27 10
7680.epics.A slit position|8.00
7685.epics.bpm_1_y|-9.746
7710.epics.bpm_2_y|0.057
7712.epics.bpm_1_x|-16.885
7732.epics.beam current|0.027
7734.epics.Halo U upstream|40557
7756.epics.tagger voltage|106.00
7765.epics.bpm_2_y|0.209
7767.epics.bpm_1_x|17.682
7815.epics.bpm_1_x|0.000
7817.epics.bpm_2_y|0.000
7828.epics.Radiator B|1.00
7831.epics.beam current|129.414
7834.epics.Halo L upstream|740
7837.epics.Halo U upstream|9401
7874.epics.Radiator C|0.00
7875.epics.Radiator out|0
7881.epics.bpm_2_x|-0.605
7903.epics.Tagger dump R|1400899
7919.epics.Helium pressure|0.94
7919.epics.bpm_1_i|130.111
7958.epics.Halo U upstream|9905
7960.epics.Halo R upstream|908
7979.epics.Halo D upstream|10752
7988.epics.bpm_2_x|-0.605
8000.epics.Halo L upstream|802
8003.epics.Halo U upstream|10107
8005.epics.beam current|130.542
8034.epics.Radiator out|0
8035.epics.Radiator C|0.00
8048.epics.bpm_2_x|0.000
8070.epics.beam current|129.158
8075.epics.Halo L upstream|0
8076.epics.Halo U upstream|10947
8098.epics.Halo U upstream|9733
8102.epics.A slit position|-1.00
8127.epics.Tagger dump U|0
8141.epics.bpm_2_x|0.000
8160.epics.bpm_1_x|0.000
8162.epics.bpm_2_y|0.000
8175.epics.Tagger dump L|17951
8204.epics.Radiator A|1.00
8206.epics.tagger current|2046.66
8209.epics.A slit position|-1.00
8221.epics.Radiator D|0.00
8239.epics.beam energy|5653
8269.epics.Tagger dump L|16
8293.epics.bpm_1_y|0.549
8296.epics.A slit position|-1.00
8299.epics.tagger current|2046.66
8305.epics.bpm_1_i|72.606
8341.epics.beam energy|5653
8347.epics.Master OR|15943521
7966.timecorr|0.
8342.epics.TimeStamp|Thu Jun 22 23
8359.epics.Radiator D|0.00
8376.epics.B slit position|16.55
8377.epics.C slit position|-1.00
8377.epics.bpm_2_i|78.769
8438.epics.beam current|77.283
8448.epics.Halo L upstream|0
8454.epics.Radiator B|0.00
8455.epics.Halo R upstream|0
8462.epics.B slit position|16.45
8463.epics.C slit position|46.50
8463.epics.bpm_2_i|6.982
8466.epics.Halo D upstream|5
8476.epics.Tagger dump R|257373
8509.epics.bpm_2_x|0.019
8541.epics.Halo L upstream|859
8542.epics.Halo U upstream|9014
8544.epics.beam current|76.915
8581.epics.Tagger dump U|0
8596.epics.bpm_2_x|-0.005
8602.epics.bpm_2_x|-0.553
8658.epics.bpm_2_y|0.145
8669.epics.TimeStamp|Thu Jul 27 20
8674.epics.A slit position|-1.00
8679.epics.Radiator A|1.00
8682.epics.Radiator C|0.00
8695.epics.bpm_2_x|0.000
8718.epics.bpm_2_x|0.000
8720.epics.beam current|2.139
8453.timecorr|0.000426972227
7469.time|1163.40955
7520.time|1579.63
7638.time|277.97998
7713.time|1507.11975
7766.time|3420.12524
7814.time|0.
8161.time|2114.97754
5244.trigger|Standard Data
4658.comment|LGD bases at 1850V; 1nA; 15k events 
4823.comment|new default MAM threshold; set to 0x15 
5076.archive|mss
5227.archive|mss
5260.filename|r5260.evt
5311.date|898485540
5316.comment|Production 
5369.size|45 Mb
5382.energy|4 GeV
5387.filename|r5387.evt
5438.date|898740540
5482.comment|ditto 
5485.date|898862700
5628.filename|r5628.evt
5672.trigger|Standard Data
6281.comment|
6488.trigger|higher BSD thresh.
6602.energy|5.5 GeV
6607.filename|r6607.evt
6653.archive|mss
6654.size|19.4 Mb
6691.date|933242820
6696.comment|5k events
6747.trigger|Standard Data
7185.comment|short run with beam rate about a few Hz.  variable delay at the wrong end. reset it
7300.trigger|Standard Data
7438.archive|mss
7490.date|959231520
7497.comment|started and cancelled right away
7509.comment|a target scan was run during this run
7611.comment|
7616.date|959401680
7663.date|959428140
7664.comment|
7850.trigger|Standard Data
7924.trigger|Standard Data
7991.trigger|Standard Data
8028.energy|none
8051.trigger|Standard Data
8108.comment|
8190.trigger|Standard Data
8203.comment|
8204.date|961142400
8259.archive|mss + hpss
8321.archive|mss
8326.size|273.9 Mb
8371.filename|r8371.evt
8374.energy|5.65 GeV
8460.energy|5.65 GeV
8465.filename|r8465.evt
8482.trigger|Standard Data
8529.energy|5.65 GeV
8565.trigger|minimum bias
8679.date|964803960
8701.trigger|Standard Data
7559.trigger|Standard Data
4824.date|892785600
7552.uconn.pvfs0.filename|r7552
7736.uconn.pvfs0.size|152
7747.hpss.size|1088946176
7754.uconn.pvfs0.filename|r7754
7835.uconn.pvfs0.size|607154796
7935.uconn.pvfs0.date|971178600
7940.uconn.pvfs0.date|971211840
7985.hpss.size|622190592
8001.uconn.pvfs0.size|486539264
8074.uconn.pvfs0.size|328159232
8104.hpss.filename|r8104.evt
8257.hpss.date|971414280
8290.hpss.filename|r8290.evt
8501.uconn.pvfs1.filename|r8501
8504.hpss.size|1133117440
8571.hpss.size|1142423552
8698.hpss.size|1119092736
8715.hpss.size|417857536
7849.uconn.pvfs0.date|972419700
7774.jlab.jcache.date|971988480
7968.jlab.jcache.size|955908096
7995.jlab.jcache.filename|r7995.evt
8129.jlab.jcache.filename|r8129.evt
8194.jlab.jcache.filename|r8194.evt
8486.jlab.jcache.filename|r8486.evt
8705.jlab.jcache.filename|r8705.evt
8716.jlab.scratch.filename|r8716.evt
8080.uconn.pvfs0.date|972508260
8189.uconn.pvfs0.date|972519840
8015.jlab.jcache.size|50987008
8036.jlab.jcache.date|972574020
8055.jlab.jcache.filename|r8055.evt
8710.uconn.pvfs1.filename|r8710
8126.uconn.pvfs0.filename|r8126
8574.uconn.pvfs1.filename|r8574
7663.epics.C slit position|8.00
7673.epics.tagger current|2046.66
7699.epics.tagger current|2046.66
7707.epics.Halo R upstream|3765
7728.epics.Halo U upstream|41461
7749.epics.bpm_2_x|-0.600
7751.epics.beam current|0.034
7790.epics.bpm_1_y|-7.145
7808.epics.bpm_1_y|0.000
7821.epics.bpm_2_i|127.461
7839.epics.Helium pressure|0.50
7858.epics.TimeStamp|Wed May 31 22
7882.epics.bpm_2_x|-0.597
7897.epics.bpm_1_y|0.604
7917.epics.A slit position|-1.00
7928.epics.Radiator B|1.00
7931.epics.Halo U upstream|10165
7931.epics.Radiator out|0
7936.epics.Radiator A|0.00
7943.epics.Radiator A|0.00
7944.epics.Halo U upstream|10100
7944.epics.Radiator out|0
7956.epics.Helium pressure|0.55
7962.epics.Tagger dump R|1092902
7968.epics.bpm_2_i|129.933
7999.epics.TimeStamp|Sun Jun  4 19
8015.epics.bpm_2_i|0.000
8059.epics.TimeStamp|Thu Jun  8 19
8069.epics.Radiator A|0.00
8078.epics.Helium pressure|0.57
8083.epics.Radiator A|0.00
8084.epics.Halo U upstream|10379
8084.epics.Radiator out|0
8096.epics.Helium pressure|0.68
8123.epics.beam current|119.662
8125.epics.TimeStamp|Mon Jun 12 01
8127.epics.Radiator D|0.00
8137.epics.bpm_2_x|-0.551
8142.epics.bpm_2_x|-0.550
8157.epics.bpm_1_y|0.000
8171.epics.Halo R upstream|907
8198.epics.TimeStamp|Thu Jun 15 16
8204.epics.C slit position|-1.00
8212.epics.Halo D upstream|4
8213.epics.bpm_2_y|0.000
8218.epics.Halo R upstream|0
8243.epics.bpm_1_y|0.000
8256.epics.Halo L upstream|772
8267.epics.Halo D upstream|11262
8285.epics.Tagger dump U|0
8302.epics.beam energy|5653
8307.epics.bpm_1_x|17.896
8331.epics.B slit position|16.50
8346.epics.tagger current|2046.66
8348.epics.Tagger dump U|0
8351.epics.Radiator C|0.00
8351.epics.bpm_1_i|76.822
8370.epics.Tagger dump L|8244
8371.epics.Master OR|23530171
8390.epics.A slit position|8.00
8399.epics.beam energy|5653
8404.epics.A slit position|-1.00
8408.epics.bpm_1_x|-1.449
8418.epics.B slit position|16.53
8421.epics.Radiator A|1.00
8430.epics.Helium pressure|0.56
8445.epics.Helium pressure|0.57
8464.epics.Tagger dump L|46
8465.epics.Master OR|22183580
8493.epics.Halo U upstream|11516
8493.epics.Radiator out|0
8494.epics.Radiator A|1.00
8532.epics.bpm_2_i|76.361
8538.epics.Tagger dump R|77229
8552.epics.Halo U upstream|8840
8552.epics.Radiator out|0
8555.epics.Radiator A|1.00
8569.epics.Radiator B|0.00
8581.epics.Radiator D|0.00
8583.epics.TimeStamp|Thu Jul 20 18
8587.epics.Radiator B|0.00
8595.epics.bpm_2_x|-0.004
8601.epics.bpm_2_x|0.000
8636.epics.bpm_1_y|0.530
8644.epics.bpm_2_y|0.148
8645.epics.Halo D upstream|22543
8663.epics.Tagger dump U|0
8679.epics.C slit position|-1.00
8696.epics.bpm_2_x|0.000
8709.epics.TimeStamp|Mon Jul 31 19
7426.timecorr|463.413635
7642.timecorr|679.338684
8221.timecorr|0.00350930402
8359.timecorr|2613.50781
8614.timecorr|850.156677
7424.time|1200.05994
7640.time|0.
8223.time|7518.26465
8616.time|6899.55566
4899.trigger|Standard Data
4894.trigger|Standard Data
5029.comment| 
5042.date|897542160
5141.trigger|Standard Data
5151.filename|r5151.evt
5235.date|898292520
5285.size|200 Mb
5331.comment|45nA, 
5420.energy|4 GeV
5521.archive|mss
5558.energy|4 GeV
5577.filename|r5577.evt
5623.size|250 Mb
6292.energy|none
6425.archive|mss
6460.filename|r6460.evt
6485.trigger|Standard Data
6634.date|933066120
6641.date|933083280
6705.size|20.6 Mb
6738.filename|r6738.evt
6770.size|406.4 Mb
7315.filename|r7315.evt
7347.archive|mss
7382.filename|r7382.evt
7475.energy|5.65 GeV
7523.archive|mss
7554.trigger|Standard Data
7581.energy|5.65 GeV
7602.energy|5.65 GeV
7628.date|959415000
7710.archive|mss
7720.filename|r7720.evt
7752.trigger|Standard Data
7817.archive|mss
7845.filename|r7845.evt
7929.trigger|Standard Data
7939.filename|r7939.evt
7971.size|941.2 Mb
8026.size|2.4 Mb
8066.filename|r8066.evt
8112.filename|r8112.evt
8162.archive|mss
8185.filename|r8185.evt
8214.energy|no beam
8261.energy|5.65 GeV
8307.comment|no target
8382.date|962023380
8408.comment|
8416.date|962216940
8527.size|1082.4 Mb
8568.trigger|Standard Data
8586.trigger|Standard Data
8643.energy|5.65 GeV
8658.archive|mss + hpss
4834.energy|4 GeV
5114.archive|mss
5124.filename|r5124.evt
7473.uconn.pvfs0.date|970664340
7587.uconn.pvfs0.date|970830780
7604.uconn.pvfs0.date|970662900
7612.uconn.pvfs0.filename|r7612
7689.uconn.pvfs0.filename|r7689
7865.uconn.pvfs0.size|344649324
8000.hpss.size|967049216
8228.hpss.filename|r8228.evt
7834.hpss.size|822011236
8289.hpss.date|971722620
8344.hpss.date|970569060
7494.uconn.pvfs0.filename|r7494
8529.uconn.pvfs1.date|971424660
8541.hpss.size|1149632512
8601.uconn.pvfs1.size|199983104
7765.archive|mss + hpss
8350.hpss.filename|r8350.evt
7844.jlab.jcache.size|289406976
